Symbol;Name;Stock Exchange;Sec Type;Date of first trade ;Date (RT Last);Avg Daily Price (LOCAL);Curncy Iso;Market Value in millions ;FR RBICS Name Sector;ISIN;Average Daily Volume;Trading Value Local;Trading Value EUR;Filter
B00JWX;Selena Oil & Gas Holding AB;OMX NORDIC STOCKHOLM;SHARE;12-05-2004;09-05-2014;7,2;SEK;;Upstream Energy;SE0001175803;25.986,1;186200,0867;16477,88378;FJERN
B00KLZ;Ennogie Solar Group A/S;OMX NORDIC COPENHAGEN;SHARE;16-07-1992;13-05-2026;7,6;DKK;156,6;Industrial Manufacturing;DK0010305077;8.124,7;61880,48066;8306,104787;FJERN
B00LVZ;Bostads AB Drott;OMX NORDIC STOCKHOLM;SHARE;06-05-2004;01-10-2004;;SEK;;Real Estate;SE0001180423;;;;FJERN
B00V9R;Ainax;OMX NORDIC STOCKHOLM;SHARE;08-06-2004;29-04-2005;;SEK;;Investment Services;SE0001207606;;;;FJERN
B00Z9G;Connecta AB;OMX NORDIC STOCKHOLM;SHARE;29-04-2004;22-08-2014;58,2;SEK;;Software and Consulting;SE0001161530;21.095,1;1227066,425;108589,9491;BEHOLD
B010FR;Gunnebo AB;OMX NORDIC STOCKHOLM;SHARE;20-12-1993;09-12-2020;31,2;SEK;;Hardware;SE0000195570;91.172,2;2841492,843;251459,5436;BEHOLD
B010GQ;Sparbank AS;OMX NORDIC COPENHAGEN;SHARE;12-03-1990;15-11-2012;73,5;DKK;;Banking;DK0010305820;917,6;67483,86175;9058,236476;FJERN
B012TQ;Max Bank A/S;OMX NORDIC COPENHAGEN;SHARE;10-05-1990;07-10-2011;36,5;DKK;;Banking;DK0010305903;3.664,6;133930,8299;17977,2926;FJERN
B013KC;Djurslands Bank A/S;OMX NORDIC COPENHAGEN;SHARE;25-11-1987;13-05-2026;290,8;DKK;2.414,4;Banking;DK0060136273;1.039,0;302143,7563;40556,2089;FJERN
B01B0H;A+ Science Holding AB;OMX NORDIC STOCKHOLM;SHARE;10-06-2004;27-02-2012;1,3;SEK;;Healthcare Services;SE0001202029;5.692,4;7380,722325;653,1612677;FJERN
B01FJ0;Eurovip Group Ab Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;14-06-2004;31-03-2011;0,4;SEK;;Software and Consulting;SE0001209719;67.623,4;29790,36458;2636,31545;FJERN
B01FWW;Icon Medialab Int'L;OMX NORDIC STOCKHOLM;SHARE;30-06-1998;26-07-2006;;SEK;;Software and Consulting;SE0000476962;;;;FJERN
B01G16;Falck A/S;OMX NORDIC COPENHAGEN;SHARE;07-04-1995;22-02-2005;;DKK;;Membership Organizations;DK0010305317;;;;FJERN
B01G68;Group 4 A/S Dkk5;OMX NORDIC COPENHAGEN;SHARE;20-07-2004;18-01-2005;;DKK;;Business Services;DK0010306398;;;;FJERN
B01GRL;NOTE AB;OMX NORDIC STOCKHOLM;SHARE;23-06-2004;13-05-2026;61,8;SEK;5.190,1;Electronic Components and Manufacturing;SE0001161654;71.605,4;4422715,408;391390,744;BEHOLD
B01NTX;Svithoid Tankers Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;01-07-2004;13-10-2008;0,3;SEK;;Industrial Services;SE0000641151;0,0;0;0;FJERN
B01YXM;Cassandra Oil AB;OMX NORDIC STOCKHOLM;SHARE;30-07-2004;20-11-2018;11,7;SEK;;Upstream Energy;SE0001234923;195.201,3;2276521,497;201462,0794;BEHOLD
B02R5L;Strand Interconnec Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;11-05-2005;12-01-2009;0,6;SEK;;Electronic Components and Manufacturing;SE0002909879;875,0;547,6949874;48,46858296;FJERN
B033YF;Clas Ohlson AB Class B;OMX NORDIC STOCKHOLM;SHARE;05-10-1999;13-05-2026;127,3;SEK;17.398,8;Consumer Retail;SE0000584948;145.265,0;18491638,91;1636428,222;BEHOLD
B0386J;Jyske Bank A/S;OMX NORDIC COPENHAGEN;SHARE;02-01-1985;13-05-2026;330,0;DKK;51.032,5;Banking;DK0010307958;191.516,3;63191607,55;8482094,974;BEHOLD
B03B99;Allenex AB Class B;OMX NORDIC STOCKHOLM;SHARE;12-12-2006;08-06-2016;7,9;SEK;;Healthcare Equipment;SE0000619181;153.440,9;1211269,83;107192,0203;BEHOLD
B03CXH;Swedish Bar Sys Hl Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;;;;SEK;;Business Services;SE0000101412;;;;FJERN
B03FGF;Impact Coatings AB;OMX NORDIC STOCKHOLM;SHARE;15-12-2004;13-05-2026;12,0;SEK;148,4;Industrial Manufacturing;SE0001279142;103.243,5;1240976,546;109820,9332;BEHOLD
B03G9J;Tilgin AB;OMX NORDIC STOCKHOLM;SHARE;15-12-2006;31-01-2012;1,4;SEK;;Hardware;SE0001131269;47.918,3;64738,80162;5729,097489;FJERN
B03RSL;Duni AB;OMX NORDIC STOCKHOLM;SHARE;14-11-2007;13-05-2026;92,7;SEK;4.944,3;Household Products;SE0000616716;49.963,2;4633134,002;410011,8586;BEHOLD
B03SDG;Invuo Technologies AB;OMX NORDIC STOCKHOLM;SHARE;30-05-2006;05-10-2018;11,0;SEK;;Specialty Finance and Services;SE0000857369;207.205,1;2285202,886;202230,3439;BEHOLD
B03YYK;Uniflex AB Class B;OMX NORDIC STOCKHOLM;SHARE;19-11-2004;26-10-2018;26,3;SEK;;Business Services;SE0001283607;16.565,2;436235,6053;38604,92082;FJERN
B0401S;Mackmyra Svensk Whisky AB Class B;OMX NORDIC STOCKHOLM;SHARE;16-12-2011;16-08-2024;3,9;SEK;168,4;Food and Tobacco Production;SE0000731747;54.784,4;213262,3479;18872,77415;FJERN
B0463V;DIBS Payment Services A/S;OMX NORDIC STOCKHOLM;SHARE;18-06-2007;13-03-2015;54,3;SEK;;Software and Consulting;SE0001038092;13.585,7;737522,0062;65267,43417;FJERN
B04FH8;Probi AB;OMX NORDIC STOCKHOLM;SHARE;17-06-1999;12-02-2025;205,3;SEK;2.313,0;Healthcare Services;SE0001280355;11.071,7;2273050,527;201154,9139;BEHOLD
B04M7N;Xezzex AB;OMX NORDIC STOCKHOLM;SHARE;02-12-2004;04-06-2012;0,3;SEK;;Healthcare Services;SE0001245077;1.994,6;575,4175022;50,92190285;FJERN
B04NKQ;ADDvise Group AB Class A;OMX NORDIC STOCKHOLM;SHARE;01-10-1998;17-02-2026;2,4;SEK;978,8;Healthcare Services;SE0001306119;32.642,8;77697,52894;6875,887517;FJERN
B050YN;Rasta Group AB;OMX NORDIC STOCKHOLM;SHARE;26-06-2006;10-02-2015;0,3;SEK;;Hospitality Services;SE0000745143;179.499,2;50912,59664;4505,539526;FJERN
B053FP;Skaelskor Bank Dkk20;OMX NORDIC COPENHAGEN;SHARE;25-11-1987;13-09-2010;39,5;DKK;;Investment Services;DK0010309491;3.539,6;139869,8341;18774,47437;FJERN
B05DWM;FormPipe Software AB;OMX NORDIC STOCKHOLM;SHARE;19-01-2005;13-05-2026;16,3;SEK;1.443,3;Business Services;SE0001338039;63.564,0;1038017,935;91859,99429;FJERN
B06G10;INVISIO AB;OMX NORDIC STOCKHOLM;SHARE;29-05-2006;13-05-2026;100,2;SEK;12.145,2;Hardware;SE0001200015;56.990,4;5711969,117;505483,9927;BEHOLD
B06JSP;AL Sydbank A/S;OMX NORDIC COPENHAGEN;SHARE;04-09-1990;13-05-2026;209,6;DKK;48.898,2;Banking;DK0010311471;173.351,6;36333091,21;4876924,995;BEHOLD
B06LBJ;Lokalbanken I Nord Dkk20;OMX NORDIC COPENHAGEN;SHARE;21-09-1990;22-10-2008;291,0;DKK;;Banking;DK0010312446;0,0;0;0;FJERN
B06S4M;Auriant Mining;OMX NORDIC STOCKHOLM;SHARE;23-05-2005;03-02-2025;10,8;SEK;98,8;Mining and Mineral Products;SE0001337213;37.393,2;402232,0804;35595,75933;FJERN
B06WHC;Aqeri Holding AB;OMX NORDIC STOCKHOLM;SHARE;26-04-2005;09-06-2017;3,6;SEK;;Hardware;SE0001822495;6.793,9;24132,55612;2135,624435;FJERN
B0773F;Lollands Bank A/S;OMX NORDIC COPENHAGEN;SHARE;18-11-1987;13-05-2026;343,9;DKK;923,4;Banking;DK0060000107;522,2;179609,7806;24108,69538;FJERN
B07R06;Biolin Scientific Ab;OMX NORDIC STOCKHOLM;SHARE;21-01-1998;22-02-2011;8,8;SEK;;Healthcare Services;SE0000327090;41.617,5;366632,8621;32445,38603;FJERN
B082ST;Tonder Bank A/S;OMX NORDIC COPENHAGEN;SHARE;30-03-1988;01-11-2012;242,5;DKK;;Banking;DK0060002236;143,7;34851,58724;4678,065401;FJERN
B08T3C;Senea Ab Ser'A'Npv;OMX NORDIC STOCKHOLM;SHARE;22-06-1994;22-12-2006;;SEK;;Electronic Components and Manufacturing;SE0001097031;;;;FJERN
B08X2X;Elos Medtech AB Class B;OMX NORDIC STOCKHOLM;SHARE;24-04-1992;19-12-2023;99,3;SEK;;Healthcare Services;SE0000120776;5.038,8;500366,9336;44280,25961;FJERN
B095NQ;Amago Capital Ab Npv;OMX NORDIC STOCKHOLM;SHARE;16-06-2005;17-10-2008;1,1;SEK;;Business Services;SE0001427683;0,0;0;0;FJERN
B09CBB;Potagua (Dkk20);OMX NORDIC COPENHAGEN;SHARE;06-06-2005;31-07-2006;;DKK;;Industrial Manufacturing;DK0060002319;;;;FJERN
B09CBG;Potagua Kapital As Dkk2 In Liquidation;OMX NORDIC COPENHAGEN;SHARE;06-06-2005;22-02-2006;;DKK;;Mining and Mineral Products;DK0060002582;;;;FJERN
B09K82;Gunnebo Industrier;OMX NORDIC STOCKHOLM;SHARE;14-06-2005;01-10-2008;185,0;SEK;;Industrial Manufacturing;SE0001447723;0,0;0;0;FJERN
B09TLP;Topotarget A/S;OMX NORDIC COPENHAGEN;SHARE;10-06-2005;31-07-2014;2,9;DKK;;Biopharmaceuticals;DK0060003556;554.951,2;1614107,197;216658,6842;BEHOLD
B09XD7;Nefab Ab Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;31-05-1996;26-11-2007;95,5;SEK;;Manufactured Products;SE0000162786;0,0;0;0;FJERN
B0CN8L;Trimera Ab Npv;OMX NORDIC STOCKHOLM;SHARE;04-07-2005;08-04-2011;0,4;SEK;;Industrial Services;SE0001469115;37.715,1;15570,64402;1377,933099;FJERN
B0DVBH;A-Com AB;OMX NORDIC STOCKHOLM;SHARE;04-11-1999;31-01-2013;1,0;SEK;;Business Services;SE0000592677;91.659,2;93276,33309;8254,542751;FJERN
B0GQRR;Tricorona;OMX NORDIC STOCKHOLM;SHARE;06-03-1992;20-08-2010;7,5;SEK;;Investment Services;SE0003757202;680.031,9;5083286,055;449848,3234;BEHOLD
B0HZFR;Invik & Company B;OMX NORDIC STOCKHOLM;SHARE;02-09-2005;17-08-2007;;SEK;;Investment Services;SE0001511031;;;;FJERN
B0L2LR;Nordic Service Partners Holding AB Class B;OMX NORDIC STOCKHOLM;SHARE;25-09-1998;20-07-2016;13,1;SEK;;Hospitality Services;SE0000476954;9.973,4;130409,6704;11540,6788;FJERN
B0L5TV;Rayclinic Ab Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;11-01-2007;22-05-2009;2,8;SEK;;Healthcare Services;SE0001457797;2.177,7;6043,110516;534,7885412;FJERN
B0L8VR;Hemtex AB;OMX NORDIC STOCKHOLM;SHARE;06-10-2005;23-10-2015;9,2;SEK;;Consumer Retail;SE0000698268;46.714,5;427931,8265;37870,07314;FJERN
B0LDBX;Indutrade AB;OMX NORDIC STOCKHOLM;SHARE;05-10-2005;13-05-2026;109,1;SEK;87.583,2;Industrial Services;SE0001515552;443.451,2;48384162,22;4281784,267;BEHOLD
B0LMV0;Medcore AB;OMX NORDIC STOCKHOLM;SHARE;21-01-1998;19-09-2014;8,8;SEK;;Healthcare Equipment;SE0001536467;2.043,5;17964,11812;1589,744967;FJERN
B0M42T;Elekta AB Class B;OMX NORDIC STOCKHOLM;SHARE;02-03-1994;13-05-2026;79,3;SEK;18.722,1;Healthcare Equipment;SE0000163628;1.559.847,0;123711294;10947902,12;BEHOLD
B0M9QH;Tretti Ab;OMX NORDIC STOCKHOLM;SHARE;18-11-2005;15-07-2011;48,8;SEK;;Consumer Retail;SE0001431198;14.076,9;687409,4494;60832,69464;FJERN
B0MTVL;Harboes Bryggeri A/S Class B;OMX NORDIC COPENHAGEN;SHARE;29-06-1990;13-05-2026;100,5;DKK;609,5;Food and Tobacco Production;DK0060014751;6.165,9;619780,4843;83192,01131;FJERN
B0MZGM;Orexo AB;OMX NORDIC STOCKHOLM;SHARE;09-11-2005;13-05-2026;48,3;SEK;1.044,8;Biopharmaceuticals;SE0000736415;84.572,9;4084539,785;361463,6978;BEHOLD
B0N8NH;Gambro Cl A AB;OMX NORDIC STOCKHOLM;SHARE;22-07-1991;19-07-2006;;SEK;;Healthcare Equipment;SE0000164477;;;;FJERN
B0NXWG;TradeDoubler AB;OMX NORDIC STOCKHOLM;SHARE;08-11-2005;13-05-2026;12,7;SEK;420,3;Business Services;SE0001552357;70.993,6;898231,6927;79489,53032;FJERN
B0PCQR;Genovis AB;OMX NORDIC STOCKHOLM;SHARE;15-09-2006;13-05-2026;17,4;SEK;1.403,8;Healthcare Services;SE0002485979;69.831,1;1216991,971;107698,4045;BEHOLD
B0QPV9;Lindex;OMX NORDIC STOCKHOLM;SHARE;10-04-1995;18-01-2008;116,8;SEK;;Consumer Retail;SE0000267056;0,0;0;0;FJERN
B0RL8N;Global Gaming Ab Npv;OMX NORDIC STOCKHOLM;SHARE;29-11-2005;21-08-2009;0,1;SEK;;Software and Consulting;SE0001100553;1.291.875,0;180175,2225;15944,70996;FJERN
B0S165;ICA Gruppen AB;OMX NORDIC STOCKHOLM;SHARE;08-12-2005;13-01-2022;249,7;SEK;;Food and Staples Retail;SE0000652216;281.008,0;70162920,46;6209108,006;BEHOLD
B0SDJB;Zealand Pharma A/S;OMX NORDIC COPENHAGEN;SHARE;23-11-2010;13-05-2026;196,8;DKK;32.931,2;Biopharmaceuticals;DK0060257814;150.333,4;29579254,02;3970369,667;BEHOLD
B0T0B6;Tatura Ab Npv;OMX NORDIC STOCKHOLM;SHARE;14-03-2001;06-02-2009;0,0;SEK;;Financially Operative Institutions;SE0000683732;116.407,1;3647,843472;322,8180064;FJERN
B0T67M;Mahler Internation Npv;OMX NORDIC STOCKHOLM;SHARE;12-12-2005;29-06-2011;3,8;SEK;;Industrial Manufacturing;SE0000565723;1.287,9;4927,151793;436,0311321;FJERN
B0T9K1;Jello Ab Npv;OMX NORDIC STOCKHOLM;SHARE;15-12-2005;21-06-2010;0,1;SEK;;Telecommunications;SE0001585217;200.028,7;11091,56341;981,5542842;FJERN
B0TY2W;Stormfageln AB Class B;OMX NORDIC STOCKHOLM;SHARE;29-12-2005;16-02-2010;0,7;SEK;;Hospitality Services;SE0001572496;8.549,5;6189,878699;547,776876;FJERN
B0TYYH;Snowolverine Group Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;23-12-2005;18-05-2010;0,5;SEK;;Consumer Goods;SE0001601261;10.477,1;5302,614661;469,2579346;FJERN
B0WDJC;Kapitalpleje A/S Dkk100;OMX NORDIC COPENHAGEN;SHARE;08-02-2006;31-03-2010;9,9;DKK;;Investment Services;DK0060020485;6.857,7;68106,67742;9141,835895;FJERN
B0WGYT;Betting Promotion Sweden AB;OMX NORDIC STOCKHOLM;SHARE;23-11-1998;23-12-2015;11,0;SEK;;Hospitality Services;SE0001593914;5.326,2;58567,8917;5182,999266;FJERN
B0XP0T;Castellum AB;OMX NORDIC STOCKHOLM;SHARE;23-05-1997;13-05-2026;106,6;SEK;52.359,7;Real Estate;SE0000379190;918.164,5;97890567,25;8662882,058;BEHOLD
B0Y908;cBrain A/S;OMX NORDIC COPENHAGEN;SHARE;22-02-2006;13-05-2026;82,6;DKK;2.202,1;Business Services;DK0060030286;32.063,3;2647326,34;355345,8175;BEHOLD
B0YK8X;Seco Tools AB Class B;OMX NORDIC STOCKHOLM;SHARE;14-12-1989;02-03-2012;91,9;SEK;;Industrial Manufacturing;SE0000118838;66.734,0;6133693,534;542804,7376;BEHOLD
B0ZD60;Malarvarme Holding AB;OMX NORDIC STOCKHOLM;SHARE;01-03-2006;18-02-2011;0,7;SEK;;Industrial Services;SE0001631367;117.307,1;85009,46404;7522,961419;FJERN
B1176Z;Gant Co AB;OMX NORDIC STOCKHOLM;SHARE;28-03-2006;20-03-2008;320,0;SEK;;Consumer Retail;SE0001664210;0,0;0;0;FJERN
B128LC;Ebh Bank A/S;OMX NORDIC COPENHAGEN;SHARE;20-06-1990;12-11-2008;60,0;DKK;;Banking;DK0060035327;0,0;0;0;FJERN
B12CL9;NovaCast Technologies AB Class B;OMX NORDIC STOCKHOLM;SHARE;24-09-1998;03-03-2011;9,0;SEK;;Software and Consulting;SE0000362675;19.148,5;171727,0425;15197,08341;FJERN
B12LVX;Elon AB;OMX NORDIC STOCKHOLM;SHARE;04-05-2006;13-05-2026;47,4;SEK;250,4;Consumer Retail;SE0001572520;5.135,8;243416,6534;21541,29676;FJERN
B12PJ2;Husqvarna AB Class B;OMX NORDIC STOCKHOLM;SHARE;13-06-2006;13-05-2026;65,3;SEK;26.593,0;Industrial Manufacturing;SE0001662230;1.617.889,0;105685832,3;9352728,525;BEHOLD
B12SMK;Opus Group AB;OMX NORDIC STOCKHOLM;SHARE;18-04-2006;30-10-2020;5,2;SEK;;Business Services;SE0001696683;560.990,2;2900478,655;256679,527;BEHOLD
B12VCS;Protect Data Ab;OMX NORDIC STOCKHOLM;SHARE;07-04-1998;12-02-2007;;SEK;;Software and Consulting;SE0000387607;;;;FJERN
B12W4C;Kungsleden AB;OMX NORDIC STOCKHOLM;SHARE;14-04-1999;03-12-2021;58,8;SEK;;Real Estate;SE0000549412;451.456,2;26532053,79;2347969,362;BEHOLD
B12Z0T;Svedbergs Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;07-10-1997;13-05-2026;29,3;SEK;3.620,8;Household Products;SE0000407991;26.808,5;786030,3387;69560,20697;FJERN
B130WD;Ratos AB Class B;OMX NORDIC STOCKHOLM;SHARE;04-01-1989;13-05-2026;52,9;SEK;12.460,3;Investment Services;SE0000111940;677.437,4;35844310,28;3172062,857;BEHOLD
B131GJ;Catena AB;OMX NORDIC STOCKHOLM;SHARE;26-04-2006;13-05-2026;239,0;SEK;27.210,3;Real Estate;SE0001664707;35.491,8;8482607,634;750673,242;BEHOLD
B1323T;Dios Fastigheter AB;OMX NORDIC STOCKHOLM;SHARE;22-05-2006;13-05-2026;53,8;SEK;9.308,2;Real Estate;SE0001634262;185.601,8;9987925,153;883887,1817;BEHOLD
B132HJ;Ark Travel Ab Npv;OMX NORDIC STOCKHOLM;SHARE;12-02-2001;07-02-2008;;SEK;;Industrial Services;SE0000442907;;;;FJERN
B132NL;Q-Med AB;OMX NORDIC STOCKHOLM;SHARE;06-12-1999;25-03-2011;56,3;SEK;;Healthcare Equipment;SE0000426462;183.080,8;10302161,67;911695,7227;BEHOLD
B132QN;BTS Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;06-06-2001;13-05-2026;146,1;SEK;2.847,5;Business Services;SE0000805426;10.586,7;1546792,586;136884,2997;BEHOLD
B133RW;Ruric AB Class B;OMX NORDIC STOCKHOLM;SHARE;28-04-2006;09-05-2014;3,5;SEK;;Real Estate;SE0001199233;772.924,6;2735077,946;242042,2961;BEHOLD
B134JF;Amagerbanken A/S;OMX NORDIC COPENHAGEN;SHARE;17-10-1988;04-02-2011;8,1;DKK;;Banking;DK0060037109;711.015,8;5735890,308;769918,1622;BEHOLD
B134MD;Nordjyske Bank A/S;OMX NORDIC COPENHAGEN;SHARE;24-11-1987;08-06-2018;105,4;DKK;;Banking;DK0060034353;5.560,1;585822,1264;78633,84247;FJERN
B13DK2;Fme Europe Ab Ser'B'Npv;OMX NORDIC STOCKHOLM;SHARE;21-01-1998;01-03-2007;;SEK;;Industrial Services;SE0000237398;;;;FJERN
B142FZ;JM AB;OMX NORDIC STOCKHOLM;SHARE;16-10-1990;13-05-2026;190,8;SEK;8.985,5;Real Estate;SE0000806994;383.128,1;73117277,68;6470555,547;BEHOLD
B142GN;Scandinavian Investment Group A/S;OMX NORDIC COPENHAGEN;SHARE;11-10-1989;13-05-2026;4,2;DKK;155,5;Real Estate;DK0060038933;83.809,3;354759,4454;47618,71751;FJERN
B142V4;Custos Ab Npv;OMX NORDIC STOCKHOLM;SHARE;27-11-2000;29-12-2006;;SEK;;Real Estate;SE0001826215;;;;FJERN
B14LS0;Spar Nord Bank A/S;OMX NORDIC COPENHAGEN;SHARE;26-06-1990;23-07-2025;69,5;DKK;;Banking;DK0060036564;103.504,2;7196584,923;965984,5535;BEHOLD
B14N4N;Doro AB;OMX NORDIC STOCKHOLM;SHARE;21-10-1993;17-12-2025;20,1;SEK;820,5;Hardware;SE0000215493;64.906,3;1301988,869;115220,2539;BEHOLD
B14PHQ;Jc Ab Npv;OMX NORDIC STOCKHOLM;SHARE;19-04-2000;01-09-2006;;SEK;;Consumer Retail;SE0000615858;;;;FJERN
B14SY5;Insplanet AB;OMX NORDIC STOCKHOLM;SHARE;07-06-2006;28-11-2018;10,1;SEK;;Insurance;SE0001718032;3.243,1;32636,40345;2888,177296;FJERN
B14WKS;Misen Energy AB;OMX NORDIC STOCKHOLM;SHARE;12-06-2007;24-07-2024;6,1;SEK;95,7;Upstream Energy;SE0001486952;75.015,7;460602,0036;40761,23926;FJERN
B14YX9;WALLS A/S;OMX NORDIC COPENHAGEN;SHARE;07-12-1990;29-09-2010;0,1;DKK;;Real Estate;DK0060040673;172.836,9;21362,19146;2867,40825;FJERN
B156Y1;VBG Group AB Class B;OMX NORDIC STOCKHOLM;SHARE;03-05-1993;13-05-2026;139,8;SEK;9.941,6;Industrial Manufacturing;SE0000115107;14.177,1;1981862,097;175386,0262;BEHOLD
B15QQH;Enlabs AB;OMX NORDIC STOCKHOLM;SHARE;14-07-2006;23-04-2021;9,8;SEK;;Hospitality Services;SE0001666553;89.008,1;873388,6606;77291,03191;FJERN
B15RMX;Curalogic Dkk0.5;OMX NORDIC COPENHAGEN;SHARE;01-06-2006;24-04-2009;4,5;DKK;;Biopharmaceuticals;DK0060040756;18.296,7;82897,7169;11127,21032;FJERN
B15RW1;Formuepleje Pareto A/S;OMX NORDIC COPENHAGEN;SHARE;22-06-2006;17-03-2014;0,4;DKK;;Financially Operative Institutions;DK0016023492;2.177,7;907,3995072;121,7985916;FJERN
B15S8W;Formuepleje Optimum A/S;OMX NORDIC COPENHAGEN;SHARE;22-06-2006;06-03-2014;3,7;DKK;;Financially Operative Institutions;DK0060026680;2.719,8;10117,25491;1358,020793;FJERN
B15ST8;Swedol AB Class B;OMX NORDIC STOCKHOLM;SHARE;13-06-2006;20-04-2020;24,1;SEK;;Consumer Goods;SE0001733841;67.937,3;1639786,502;145113,8497;BEHOLD
B15TCP;Havsfrun Investment AB Class B;OMX NORDIC STOCKHOLM;SHARE;04-02-1994;13-05-2026;18,0;SEK;176,1;Investment Services;SE0000312043;7.378,4;133076,5207;11776,68325;FJERN
B16D54;Scan Travelpartner Npv;OMX NORDIC STOCKHOLM;SHARE;06-07-2006;12-11-2010;17,1;SEK;;Hospitality Services;SE0001742743;24.475,5;419100,5949;37088,54822;FJERN
B17H3F;SSAB AB Class B;OMX NORDIC STOCKHOLM;SHARE;23-05-1990;13-05-2026;44,0;SEK;69.424,4;Mining and Mineral Products;SE0000120669;2.897.419,0;127363469,5;11271103,5;BEHOLD
B17KPQ;Scandinavian Brake Systems A/S;OMX NORDIC COPENHAGEN;SHARE;22-03-1990;10-12-2024;25,6;DKK;43,0;Consumer Vehicles and Parts;DK0060042612;2.576,2;66002,13583;8859,347091;FJERN
B17N8L;Traction AB Class B;OMX NORDIC STOCKHOLM;SHARE;23-09-1998;13-05-2026;158,2;SEK;3.741,8;Investment Services;SE0000391716;1.814,5;287128,9612;25409,64258;FJERN
B182H3;Wirtek A/S;OMX NORDIC COPENHAGEN;SHARE;30-06-2006;13-05-2026;5,6;DKK;37,9;Software and Consulting;DK0060040913;5.175,2;28772,31694;3862,055966;FJERN
B197VC;Drillcon AB;OMX NORDIC STOCKHOLM;SHARE;08-08-2006;13-05-2026;4,7;SEK;165,5;Industrial Services;SE0001770702;35.887,4;167974,6222;14865,01081;FJERN
B1982N;Keynote Media Grou Npv;OMX NORDIC STOCKHOLM;SHARE;12-06-2007;03-08-2012;13,3;SEK;;Telecommunications;SE0001661729;612,9;8131,085212;719,565063;FJERN
B1CC9H;Swedish Orphan Biovitrum AB;OMX NORDIC STOCKHOLM;SHARE;15-09-2006;13-05-2026;138,6;SEK;115.035,8;Biopharmaceuticals;SE0000872095;639.492,7;88653064,85;7845403,969;BEHOLD
B1D8J5;Securitas Direct AB Cl B;OMX NORDIC STOCKHOLM;SHARE;29-09-2006;15-08-2008;;SEK;;Business Services;SE0001789306;;;;FJERN
B1D8LR;Niscayah AB Class B;OMX NORDIC STOCKHOLM;SHARE;29-09-2006;12-10-2011;13,4;SEK;;Business Services;SE0001785197;985.097,5;13182486,09;1166591,689;BEHOLD
B1DJRS;Melker Schorling AB;OMX NORDIC STOCKHOLM;SHARE;05-09-2006;19-01-2018;301,0;SEK;;Investment Services;SE0001785270;20.056,3;6036921,222;534240,8161;BEHOLD
B1F4KK;BoConcept Holding A/S Class B;OMX NORDIC COPENHAGEN;SHARE;24-11-1987;11-08-2016;153,5;DKK;;Household Products;DK0060050201;4.103,6;630042,2618;84569,43112;FJERN
B1F4L0;Formuepleje LimiTTellus A/S;OMX NORDIC COPENHAGEN;SHARE;14-09-2006;06-03-2014;1,2;DKK;;Financially Operative Institutions;DK0016310980;3.889,1;4508,797235;605,2076826;FJERN
B1F5F5;Mondo Dkk0.25;OMX NORDIC COPENHAGEN;SHARE;13-10-2006;30-11-2009;0,4;DKK;;Software and Consulting;DK0060047256;63.228,6;24114,29168;3236,817675;FJERN
B1FCHT;Petrogrand AB;OMX NORDIC STOCKHOLM;SHARE;21-11-2007;04-02-2016;10,2;SEK;;Investment Services;SE0001587593;195.438,2;1996207,729;176655,5513;BEHOLD
B1FHDF;Carl Lamm Ab Npv;OMX NORDIC STOCKHOLM;SHARE;10-10-2006;13-08-2008;;SEK;;Software and Consulting;SE0001739053;;;;FJERN
B1FP3G;STYLEPIT A/S;OMX NORDIC COPENHAGEN;SHARE;28-09-2006;13-04-2016;1,3;DKK;;Consumer Retail;DK0060046522;342.096,5;438264,2734;58827,41925;FJERN
B1FP6W;G5 Entertainment AB;OMX NORDIC STOCKHOLM;SHARE;19-11-2008;13-05-2026;131,2;SEK;701,7;Software and Consulting;SE0001824004;52.524,2;6893325,905;610028,8411;BEHOLD
B1FW80;Atlantic Petroleum P/F;OMX NORDIC COPENHAGEN;SHARE;11-10-2006;13-05-2026;63,6;DKK;8,5;Upstream Energy;FO000A0DN9X4;17.665,4;1124145,185;150891,9711;BEHOLD
B1FZ6S;Din Bostad Ab Npv;OMX NORDIC STOCKHOLM;SHARE;14-07-2000;29-09-2009;24,2;SEK;;Real Estate;SE0000614695;4.108,4;99397,85311;8796,270187;FJERN
B1G2FB;Scirocco Ab Shs 'B';OMX NORDIC STOCKHOLM;SHARE;07-12-2006;11-06-2012;7,7;SEK;;Consumer Retail;SE0001766106;1.752,0;13469,92943;1192,029153;FJERN
B1G2YN;Kontakt East Ab Npv;OMX NORDIC STOCKHOLM;SHARE;27-11-2006;28-07-2008;34,0;SEK;;Software and Consulting;SE0001821513;0,0;0;0;FJERN
B1G4DP;Jutlander Bank A/S;OMX NORDIC COPENHAGEN;SHARE;01-12-2006;01-09-2021;193,7;DKK;;Banking;DK0060050045;897,2;173788,6852;23327,3403;FJERN
